task_id,created_at,completed_at,task_type,priority,assigned_staff_id,status
t_3_204,2025-11-09 20:32:00,2025-11-09 21:02:43.888907,Checkup,1,s_11,completed
t_3_205,2025-11-09 19:36:00,2025-11-09 19:54:17.500103,Procedure,2,s_1,completed
t_3_206,2025-11-09 19:57:00,2025-11-09 20:20:30.928219,Checkup,3,s_39,completed
t_3_207,2025-11-09 19:52:00,2025-11-09 20:20:59.008922,Medication,3,s_6,completed
t_3_208,2025-11-09 01:27:00,2025-11-09 01:46:16.493084,Medication,1,s_31,completed
t_3_209,2025-11-09 00:40:00,2025-11-09 01:09:24.815390,Procedure,3,s_0,completed
t_3_210,2025-11-09 04:37:00,2025-11-09 04:53:01.659370,Medication,3,s_16,completed
t_3_211,2025-11-09 21:26:00,2025-11-09 21:55:54.613575,Transport,2,s_33,completed
t_3_212,2025-11-09 16:32:00,2025-11-09 16:59:08.811434,Checkup,1,s_6,completed
t_3_213,2025-11-09 16:53:00,2025-11-09 17:08:35.453824,Checkup,2,s_31,completed
t_3_214,2025-11-09 18:08:00,2025-11-09 18:18:44.791130,Vitals,1,s_4,completed
t_3_215,2025-11-09 16:41:00,2025-11-09 16:53:57.298011,Vitals,2,s_12,completed
t_3_216,2025-11-09 15:41:00,2025-11-09 15:59:39.424771,Medication,2,s_9,completed
t_3_217,2025-11-09 21:14:00,2025-11-09 21:40:50.480600,Checkup,2,s_29,completed
t_3_218,2025-11-09 17:22:00,2025-11-09 17:45:49.753066,Medication,2,s_19,completed
t_3_219,2025-11-09 22:25:00,2025-11-09 22:53:18.560547,Transport,2,s_28,completed
t_3_220,2025-11-09 13:58:00,2025-11-09 14:14:43.342769,Medication,2,s_16,completed
t_3_221,2025-11-09 09:51:00,2025-11-09 10:00:52.269779,Vitals,3,s_20,completed
t_3_222,2025-11-09 17:46:00,2025-11-09 17:59:35.840774,Checkup,1,s_14,completed
t_3_223,2025-11-09 19:25:00,2025-11-09 19:43:29.824621,Procedure,2,s_7,completed
t_3_224,2025-11-09 10:58:00,2025-11-09 11:28:16.431339,Procedure,3,s_18,completed
t_3_225,2025-11-09 17:02:00,2025-11-09 17:27:57.060228,Vitals,2,s_35,completed
t_3_226,2025-11-09 04:28:00,2025-11-09 05:00:06.873127,Procedure,3,s_17,completed
t_3_227,2025-11-09 10:57:00,2025-11-09 11:11:03.460044,Checkup,3,s_4,completed
t_3_228,2025-11-09 13:58:00,2025-11-09 14:08:50.352665,Procedure,1,s_18,completed
t_3_229,2025-11-09 22:50:00,2025-11-09 23:14:19.931624,Procedure,2,s_31,completed
t_3_230,2025-11-09 18:09:00,2025-11-09 18:36:52.494585,Procedure,1,s_31,completed
t_3_231,2025-11-09 20:59:00,2025-11-09 21:26:00.522063,Vitals,1,s_1,completed
t_3_232,2025-11-09 18:50:00,2025-11-09 19:15:33.395773,Medication,1,s_8,completed
t_3_233,2025-11-09 04:28:00,2025-11-09 04:52:25.585481,Transport,3,s_23,completed
t_3_234,2025-11-09 14:19:00,2025-11-09 14:52:53.924493,Medication,1,s_29,completed
t_3_235,2025-11-09 08:47:00,2025-11-09 09:07:30.297983,Medication,1,s_38,completed
t_3_236,2025-11-09 01:14:00,2025-11-09 01:50:12.187568,Procedure,1,s_0,completed
t_3_237,2025-11-09 21:34:00,2025-11-09 21:44:41.406136,Medication,1,s_17,completed
t_3_238,2025-11-09 02:55:00,2025-11-09 03:17:58.577482,Procedure,2,s_15,completed
t_3_239,2025-11-09 09:46:00,2025-11-09 10:02:06.187903,Transport,3,s_20,completed
t_3_240,2025-11-09 14:42:00,2025-11-09 15:04:15.646722,Medication,1,s_25,completed
t_3_241,2025-11-09 19:51:00,2025-11-09 20:17:11.739614,Checkup,2,s_14,completed
t_3_242,2025-11-09 16:07:00,2025-11-09 16:41:21.083745,Vitals,1,s_22,completed
t_3_243,2025-11-09 18:27:00,2025-11-09 18:40:58.193760,Vitals,2,s_38,completed
t_3_244,2025-11-09 00:30:00,2025-11-09 00:50:40.945354,Medication,2,s_29,completed
t_3_245,2025-11-09 01:01:00,2025-11-09 01:19:13.928530,Medication,2,s_24,completed
t_3_246,2025-11-09 19:17:00,2025-11-09 19:28:20.921771,Medication,1,s_35,completed
t_3_247,2025-11-09 03:29:00,2025-11-09 03:45:43.367543,Transport,3,s_15,completed
t_3_248,2025-11-09 19:47:00,2025-11-09 20:14:10.348726,Medication,2,s_14,completed
t_3_249,2025-11-09 21:16:00,2025-11-09 21:35:16.523131,Procedure,1,s_1,completed
t_3_250,2025-11-09 14:26:00,2025-11-09 14:37:03.484462,Procedure,2,s_17,completed
t_3_251,2025-11-09 18:28:00,2025-11-09 18:52:14.155867,Medication,2,s_21,completed
t_3_252,2025-11-09 18:24:00,2025-11-09 18:42:02.281261,Medication,3,s_23,completed
t_3_253,2025-11-09 02:04:00,2025-11-09 02:21:51.736780,Vitals,1,s_1,completed
t_3_254,2025-11-09 23:21:00,2025-11-09 23:48:04.385591,Procedure,1,s_16,completed
t_3_255,2025-11-09 13:28:00,2025-11-09 13:47:43.983481,Medication,1,s_36,completed
t_3_256,2025-11-09 17:12:00,2025-11-09 17:30:31.575325,Checkup,2,s_36,completed
t_3_257,2025-11-09 07:52:00,2025-11-09 08:14:39.628325,Vitals,3,s_26,completed
t_3_258,2025-11-09 17:10:00,2025-11-09 17:33:59.863104,Transport,1,s_25,completed
t_3_259,2025-11-09 22:44:00,2025-11-09 23:13:07.910154,Vitals,1,s_30,completed
t_3_260,2025-11-09 01:19:00,2025-11-09 01:44:01.495901,Checkup,1,s_7,completed
t_3_261,2025-11-09 21:45:00,2025-11-09 22:02:34.755002,Vitals,2,s_3,completed
t_3_262,2025-11-09 04:04:00,2025-11-09 04:26:35.808475,Checkup,3,s_2,completed
t_3_263,2025-11-09 21:50:00,2025-11-09 22:03:30.203202,Procedure,2,s_12,completed
t_3_264,2025-11-09 08:20:00,2025-11-09 08:47:44.660991,Transport,3,s_12,completed
t_3_265,2025-11-09 11:10:00,2025-11-09 11:37:25.197110,Transport,3,s_16,completed
t_3_266,2025-11-09 01:26:00,2025-11-09 01:52:50.497819,Checkup,3,s_12,completed
t_3_267,2025-11-09 14:06:00,2025-11-09 14:30:37.246148,Checkup,1,s_36,completed
t_3_268,2025-11-09 15:41:00,2025-11-09 15:52:23.112770,Vitals,3,s_36,completed
t_3_269,2025-11-09 16:18:00,2025-11-09 16:33:11.731917,Medication,1,s_33,completed
t_3_270,2025-11-09 18:15:00,2025-11-09 18:38:44.995167,Procedure,2,s_9,completed
t_3_271,2025-11-09 09:46:00,2025-11-09 10:29:00.859699,Checkup,1,s_30,completed
t_3_272,2025-11-09 11:14:00,2025-11-09 11:33:00.717138,Checkup,2,s_33,completed
t_3_273,2025-11-09 08:20:00,2025-11-09 08:31:57.763841,Checkup,2,s_0,completed
t_3_274,2025-11-09 04:24:00,2025-11-09 04:50:05.915003,Procedure,1,s_37,completed
t_3_275,2025-11-09 08:11:00,2025-11-09 08:23:12.512074,Checkup,1,s_26,completed
t_3_276,2025-11-09 05:16:00,2025-11-09 05:34:32.410104,Transport,2,s_13,completed
t_3_277,2025-11-09 11:06:00,2025-11-09 11:35:53.785386,Checkup,3,s_31,completed
t_3_278,2025-11-09 10:09:00,2025-11-09 10:26:07.692465,Checkup,1,s_5,completed
t_3_279,2025-11-09 02:09:00,2025-11-09 02:30:35.147955,Medication,3,s_7,completed
t_3_280,2025-11-09 05:06:00,2025-11-09 05:35:05.124932,Medication,1,s_0,completed
t_3_281,2025-11-09 09:31:00,2025-11-09 09:48:31.551408,Checkup,3,s_30,completed
t_3_282,2025-11-09 20:28:00,2025-11-09 20:46:30.981450,Vitals,2,s_10,completed
t_3_283,2025-11-09 16:15:00,2025-11-09 16:37:23.318436,Transport,3,s_26,completed
t_3_284,2025-11-09 23:26:00,2025-11-09 23:59:08.876488,Transport,2,s_28,completed
t_3_285,2025-11-09 14:06:00,2025-11-09 14:20:07.864180,Medication,1,s_1,completed
t_3_286,2025-11-09 12:23:00,2025-11-09 12:45:55.803320,Checkup,1,s_39,completed
t_3_287,2025-11-09 15:40:00,2025-11-09 15:53:07.270650,Transport,1,s_11,completed
t_3_288,2025-11-09 04:25:00,2025-11-09 04:40:50.753384,Vitals,2,s_27,completed
t_3_289,2025-11-09 15:19:00,2025-11-09 15:49:54.007574,Vitals,3,s_21,completed
t_3_290,2025-11-09 18:53:00,2025-11-09 19:14:18.543243,Transport,1,s_6,completed
t_3_291,2025-11-09 14:45:00,2025-11-09 15:06:18.159069,Checkup,2,s_39,completed
t_3_292,2025-11-09 17:21:00,2025-11-09 17:50:04.427818,Medication,3,s_14,completed
t_3_293,2025-11-09 23:37:00,2025-11-10 00:00:00.660049,Procedure,1,s_5,completed
t_3_294,2025-11-09 09:43:00,2025-11-09 10:06:33.584833,Medication,1,s_15,completed
t_3_295,2025-11-09 22:02:00,2025-11-09 22:19:40.847625,Vitals,1,s_0,completed
t_3_296,2025-11-09 01:57:00,2025-11-09 02:19:45.657189,Vitals,1,s_1,completed
t_3_297,2025-11-09 18:42:00,2025-11-09 19:00:21.293352,Medication,2,s_0,completed
t_3_298,2025-11-09 07:22:00,2025-11-09 07:35:24.050829,Vitals,2,s_13,completed
t_3_299,2025-11-09 04:02:00,2025-11-09 04:30:30.722746,Medication,2,s_38,completed
t_3_300,2025-11-09 19:54:00,2025-11-09 20:08:57.884892,Medication,2,s_6,completed
t_3_301,2025-11-09 20:15:00,2025-11-09 20:38:23.027697,Transport,3,s_6,completed
t_3_302,2025-11-09 04:53:00,2025-11-09 05:21:19.243073,Vitals,2,s_13,completed
t_4_0,2025-11-10 16:02:00,2025-11-10 16:11:58.565560,Medication,2,s_2,completed
t_4_1,2025-11-10 23:11:00,2025-11-10 23:26:25.660325,Medication,1,s_10,completed
t_4_2,2025-11-10 12:47:00,2025-11-10 13:01:57.645768,Medication,2,s_23,completed
t_4_3,2025-11-10 08:14:00,2025-11-10 08:33:17.073156,Transport,2,s_33,completed
t_4_4,2025-11-10 06:01:00,2025-11-10 06:25:38.574820,Vitals,3,s_29,completed
t_4_5,2025-11-10 13:19:00,2025-11-10 13:57:13.041547,Vitals,1,s_28,completed
t_4_6,2025-11-10 13:45:00,2025-11-10 14:01:47.848086,Transport,3,s_17,completed
t_4_7,2025-11-10 02:28:00,2025-11-10 02:42:04.382733,Vitals,1,s_15,completed
t_4_8,2025-11-10 19:20:00,2025-11-10 19:33:15.634562,Transport,2,s_18,completed
t_4_9,2025-11-10 02:32:00,2025-11-10 02:50:44.096638,Medication,1,s_29,completed
t_4_10,2025-11-10 11:48:00,2025-11-10 12:05:17.553566,Procedure,2,s_15,completed
t_4_11,2025-11-10 18:16:00,2025-11-10 18:41:04.778572,Transport,3,s_12,completed
t_4_12,2025-11-10 13:41:00,2025-11-10 14:06:01.810540,Medication,1,s_13,completed
t_4_13,2025-11-10 23:33:00,2025-11-10 23:51:52.859696,Transport,2,s_38,completed
t_4_14,2025-11-10 12:53:00,2025-11-10 13:12:07.732269,Procedure,2,s_24,completed
t_4_15,2025-11-10 17:43:00,2025-11-10 18:07:17.755364,Procedure,2,s_16,completed
t_4_16,2025-11-10 11:30:00,2025-11-10 11:39:48.515734,Checkup,2,s_12,completed
t_4_17,2025-11-10 12:54:00,2025-11-10 13:28:43.579820,Medication,1,s_8,completed
t_4_18,2025-11-10 08:43:00,2025-11-10 09:13:15.651111,Medication,3,s_3,completed
t_4_19,2025-11-10 05:24:00,2025-11-10 05:51:38.865890,Checkup,3,s_15,completed
t_4_20,2025-11-10 09:45:00,2025-11-10 09:52:41.073215,Transport,1,s_21,completed
t_4_21,2025-11-10 23:17:00,2025-11-10 23:40:23.333726,Procedure,2,s_13,completed
t_4_22,2025-11-10 03:03:00,2025-11-10 03:28:35.098947,Vitals,3,s_27,completed
t_4_23,2025-11-10 11:57:00,2025-11-10 12:15:26.749861,Checkup,1,s_35,completed
t_4_24,2025-11-10 05:04:00,2025-11-10 05:08:07.257538,Checkup,1,s_16,completed
t_4_25,2025-11-10 10:50:00,2025-11-10 10:51:20.042052,Vitals,1,s_6,completed
t_4_26,2025-11-10 10:15:00,2025-11-10 10:30:59.870954,Medication,3,s_2,completed
t_4_27,2025-11-10 04:11:00,2025-11-10 04:43:20.238729,Medication,3,s_16,completed
t_4_28,2025-11-10 15:32:00,2025-11-10 15:47:50.943363,Checkup,2,s_15,completed
t_4_29,2025-11-10 23:43:00,2025-11-10 23:52:59.219328,Medication,3,s_20,completed
t_4_30,2025-11-10 04:42:00,2025-11-10 05:09:53.085249,Checkup,1,s_13,completed
t_4_31,2025-11-10 10:00:00,2025-11-10 10:19:18.584472,Procedure,3,s_16,completed
t_4_32,2025-11-10 06:49:00,2025-11-10 07:01:57.359143,Transport,2,s_17,completed
t_4_33,2025-11-10 05:35:00,2025-11-10 05:56:24.665263,Vitals,1,s_6,completed
t_4_34,2025-11-10 07:35:00,2025-11-10 07:43:26.714602,Procedure,3,s_38,completed
t_4_35,2025-11-10 18:34:00,2025-11-10 18:55:13.655348,Medication,1,s_19,completed
t_4_36,2025-11-10 09:55:00,2025-11-10 10:03:04.151840,Transport,1,s_14,completed
t_4_37,2025-11-10 10:04:00,2025-11-10 10:31:22.660523,Vitals,3,s_31,completed
t_4_38,2025-11-10 06:41:00,2025-11-10 06:56:24.273455,Transport,1,s_31,completed
t_4_39,2025-11-10 01:48:00,2025-11-10 02:01:46.934888,Procedure,2,s_1,completed
t_4_40,2025-11-10 03:50:00,2025-11-10 04:09:52.298012,Procedure,1,s_21,completed
t_4_41,2025-11-10 01:50:00,2025-11-10 02:09:10.687674,Medication,3,s_39,completed
t_4_42,2025-11-10 00:42:00,2025-11-10 01:04:44.666717,Transport,2,s_19,completed
t_4_43,2025-11-10 22:37:00,2025-11-10 22:44:21.541986,Vitals,1,s_22,completed
t_4_44,2025-11-10 09:24:00,2025-11-10 09:45:55.421654,Procedure,1,s_12,completed
t_4_45,2025-11-10 16:10:00,2025-11-10 16:27:23.098767,Transport,3,s_7,completed
t_4_46,2025-11-10 05:58:00,2025-11-10 06:15:45.207564,Vitals,2,s_29,completed
t_4_47,2025-11-10 03:03:00,2025-11-10 03:23:20.103257,Medication,2,s_28,completed
t_4_48,2025-11-10 12:03:00,2025-11-10 12:09:31.389871,Transport,3,s_29,completed
t_4_49,2025-11-10 21:54:00,2025-11-10 22:19:05.391442,Procedure,1,s_18,completed
t_4_50,2025-11-10 08:32:00,2025-11-10 08:46:37.549036,Checkup,3,s_15,completed
t_4_51,2025-11-10 03:18:00,2025-11-10 03:32:59.291749,Checkup,1,s_4,completed
t_4_52,2025-11-10 10:35:00,2025-11-10 10:42:08.877781,Procedure,2,s_3,completed
t_4_53,2025-11-10 18:48:00,2025-11-10 19:04:54.705790,Transport,2,s_23,completed
t_4_54,2025-11-10 07:58:00,2025-11-10 08:19:45.052415,Procedure,2,s_11,completed
t_4_55,2025-11-10 18:26:00,2025-11-10 18:43:56.146488,Medication,1,s_4,completed
t_4_56,2025-11-10 18:37:00,2025-11-10 18:43:56.176707,Medication,2,s_20,completed
t_4_57,2025-11-10 06:00:00,2025-11-10 06:14:40.680536,Checkup,1,s_7,completed
t_4_58,2025-11-10 03:54:00,2025-11-10 04:14:30.344636,Transport,1,s_12,completed
t_4_59,2025-11-10 16:41:00,2025-11-10 16:57:03.891816,Transport,2,s_29,completed
t_4_60,2025-11-10 08:58:00,2025-11-10 09:16:00.641089,Medication,1,s_23,completed
t_4_61,2025-11-10 16:01:00,2025-11-10 16:31:58.472434,Checkup,1,s_0,completed
t_4_62,2025-11-10 11:28:00,2025-11-10 11:38:18.722884,Checkup,2,s_26,completed
t_4_63,2025-11-10 13:35:00,2025-11-10 13:56:34.289246,Vitals,2,s_33,completed
t_4_64,2025-11-10 06:01:00,2025-11-10 06:32:45.921600,Transport,2,s_22,completed
t_4_65,2025-11-10 05:15:00,2025-11-10 05:34:59.056595,Medication,3,s_18,completed
t_4_66,2025-11-10 16:06:00,2025-11-10 16:24:58.895042,Checkup,3,s_10,completed
t_4_67,2025-11-10 15:14:00,2025-11-10 15:33:27.235405,Checkup,1,s_28,completed
t_4_68,2025-11-10 04:21:00,2025-11-10 04:27:36.908755,Vitals,2,s_3,completed
t_4_69,2025-11-10 11:42:00,2025-11-10 12:05:05.618719,Medication,1,s_8,completed
t_4_70,2025-11-10 09:44:00,2025-11-10 10:12:11.178920,Vitals,3,s_32,completed
t_4_71,2025-11-10 19:22:00,2025-11-10 19:48:22.528405,Checkup,3,s_32,completed
t_4_72,2025-11-10 21:04:00,2025-11-10 21:28:05.432665,Checkup,3,s_1,completed
t_4_73,2025-11-10 10:41:00,2025-11-10 10:54:16.247535,Procedure,3,s_5,completed
t_4_74,2025-11-10 20:53:00,2025-11-10 21:12:31.354752,Medication,2,s_3,completed
t_4_75,2025-11-10 03:21:00,2025-11-10 03:41:18.995000,Medication,3,s_1,completed
t_4_76,2025-11-10 10:31:00,2025-11-10 10:49:38.188359,Vitals,2,s_31,completed
t_4_77,2025-11-10 00:41:00,2025-11-10 00:58:51.770156,Vitals,1,s_32,completed
t_4_78,2025-11-10 22:41:00,2025-11-10 22:58:40.770257,Vitals,2,s_38,completed
t_4_79,2025-11-10 01:02:00,2025-11-10 01:22:33.752177,Vitals,1,s_36,completed
t_4_80,2025-11-10 21:11:00,2025-11-10 21:38:23.133149,Procedure,2,s_19,completed
t_4_81,2025-11-10 05:04:00,2025-11-10 05:25:27.123038,Procedure,2,s_2,completed
t_4_82,2025-11-10 14:17:00,2025-11-10 14:28:46.382351,Medication,2,s_25,completed
t_4_83,2025-11-10 09:36:00,2025-11-10 09:51:16.715387,Transport,3,s_26,completed
t_4_84,2025-11-10 07:17:00,2025-11-10 07:50:22.869905,Medication,3,s_38,completed
t_4_85,2025-11-10 09:36:00,2025-11-10 10:00:39.757692,Medication,2,s_22,completed
t_4_86,2025-11-10 20:47:00,2025-11-10 21:19:07.338521,Medication,2,s_33,completed
t_4_87,2025-11-10 11:38:00,2025-11-10 11:46:11.163958,Procedure,2,s_33,completed
t_4_88,2025-11-10 05:12:00,2025-11-10 05:35:34.059808,Vitals,2,s_8,completed
t_4_89,2025-11-10 14:19:00,2025-11-10 14:45:50.584502,Transport,2,s_37,completed
t_4_90,2025-11-10 02:40:00,2025-11-10 02:46:02.942536,Checkup,2,s_34,completed
t_4_91,2025-11-10 04:58:00,2025-11-10 05:12:22.235633,Checkup,3,s_32,completed
t_4_92,2025-11-10 23:38:00,2025-11-10 23:55:22.110137,Transport,3,s_31,completed
t_4_93,2025-11-10 07:36:00,2025-11-10 07:57:49.697507,Medication,2,s_33,completed
t_4_94,2025-11-10 02:44:00,2025-11-10 03:05:40.797272,Checkup,1,s_11,completed
t_4_95,2025-11-10 18:16:00,2025-11-10 18:32:16.072326,Vitals,2,s_30,completed
t_4_96,2025-11-10 01:51:00,2025-11-10 02:22:57.338391,Transport,2,s_11,completed
t_4_97,2025-11-10 11:45:00,2025-11-10 12:12:50.770013,Checkup,1,s_32,completed
t_4_98,2025-11-10 10:20:00,2025-11-10 10:47:54.042587,Vitals,1,s_17,completed
t_4_99,2025-11-10 11:24:00,2025-11-10 11:37:45.423541,Medication,1,s_3,completed
t_4_100,2025-11-10 20:51:00,2025-11-10 20:59:56.206010,Procedure,3,s_6,completed
t_4_101,2025-11-10 22:13:00,2025-11-10 22:24:40.268856,Vitals,3,s_4,completed
t_4_102,2025-11-10 12:34:00,2025-11-10 12:57:39.103353,Procedure,2,s_16,completed
t_4_103,2025-11-10 16:09:00,2025-11-10 16:24:41.483343,Transport,2,s_38,completed
t_4_104,2025-11-10 17:15:00,2025-11-10 17:21:52.341072,Transport,1,s_24,completed
t_4_105,2025-11-10 21:23:00,2025-11-10 21:47:28.464875,Transport,3,s_7,completed
t_4_106,2025-11-10 15:17:00,2025-11-10 15:18:19.595520,Transport,3,s_35,completed
t_4_107,2025-11-10 09:37:00,2025-11-10 10:03:10.968787,Checkup,3,s_20,completed
t_4_108,2025-11-10 04:15:00,2025-11-10 04:27:49.699020,Medication,3,s_25,completed
t_4_109,2025-11-10 12:38:00,2025-11-10 12:58:52.528608,Vitals,3,s_30,completed
t_4_110,2025-11-10 05:46:00,2025-11-10 06:13:11.266750,Checkup,3,s_8,completed
t_4_111,2025-11-10 23:01:00,2025-11-10 23:19:09.824090,Procedure,2,s_21,completed
t_4_112,2025-11-10 00:19:00,2025-11-10 00:23:09.926275,Medication,3,s_19,completed
t_4_113,2025-11-10 11:07:00,2025-11-10 11:36:19.359603,Procedure,2,s_34,completed
t_4_114,2025-11-10 09:01:00,2025-11-10 09:09:57.321310,Transport,1,s_33,completed
t_4_115,2025-11-10 18:50:00,2025-11-10 19:23:58.950039,Checkup,3,s_14,completed
t_4_116,2025-11-10 03:44:00,2025-11-10 04:07:35.997404,Vitals,1,s_15,completed
t_4_117,2025-11-10 07:50:00,2025-11-10 08:06:22.075789,Transport,3,s_12,completed
t_4_118,2025-11-10 18:11:00,2025-11-10 18:35:28.037297,Medication,3,s_8,completed
t_4_119,2025-11-10 13:34:00,2025-11-10 13:55:29.344971,Procedure,3,s_4,completed
t_4_120,2025-11-10 19:58:00,2025-11-10 20:10:06.411800,Checkup,1,s_29,completed
t_4_121,2025-11-10 01:46:00,2025-11-10 02:23:08.406535,Medication,2,s_18,completed
t_4_122,2025-11-10 09:49:00,2025-11-10 10:12:37.258321,Medication,2,s_33,completed
t_4_123,2025-11-10 09:00:00,2025-11-10 09:19:10.221867,Checkup,2,s_30,completed
t_4_124,2025-11-10 08:33:00,2025-11-10 08:49:06.434771,Vitals,3,s_28,completed
t_4_125,2025-11-10 22:05:00,2025-11-10 22:18:52.251272,Medication,1,s_0,completed
t_4_126,2025-11-10 09:38:00,2025-11-10 10:01:11.230096,Checkup,1,s_21,completed
t_4_127,2025-11-10 09:25:00,2025-11-10 09:44:52.096418,Checkup,3,s_9,completed
t_4_128,2025-11-10 07:49:00,2025-11-10 08:10:27.925461,Transport,1,s_26,completed
t_4_129,2025-11-10 23:44:00,2025-11-11 00:05:02.720213,Procedure,1,s_0,completed
t_4_130,2025-11-10 21:02:00,2025-11-10 21:23:11.425923,Vitals,2,s_17,completed
t_4_131,2025-11-10 01:37:00,2025-11-10 01:48:29.166584,Transport,1,s_15,completed
t_4_132,2025-11-10 04:36:00,2025-11-10 04:43:38.200306,Procedure,1,s_3,completed
t_4_133,2025-11-10 00:31:00,2025-11-10 00:53:05.500350,Checkup,2,s_23,completed
t_4_134,2025-11-10 09:46:00,2025-11-10 10:20:29.898733,Vitals,1,s_35,completed
t_4_135,2025-11-10 21:25:00,2025-11-10 21:43:43.361978,Vitals,1,s_5,completed
t_4_136,2025-11-10 00:28:00,2025-11-10 00:33:51.291603,Vitals,3,s_33,completed
t_4_137,2025-11-10 15:19:00,2025-11-10 15:43:09.130760,Transport,1,s_22,completed
t_4_138,2025-11-10 16:46:00,2025-11-10 17:14:48.732206,Medication,1,s_23,completed
t_4_139,2025-11-10 11:16:00,2025-11-10 11:36:39.766184,Procedure,3,s_39,completed
t_4_140,2025-11-10 08:05:00,2025-11-10 08:25:29.202509,Checkup,2,s_37,completed
t_4_141,2025-11-10 16:04:00,2025-11-10 16:25:47.963927,Vitals,2,s_5,completed
t_4_142,2025-11-10 12:46:00,2025-11-10 13:09:51.393393,Checkup,2,s_14,completed
t_4_143,2025-11-10 21:17:00,2025-11-10 21:28:11.927354,Procedure,1,s_0,completed
t_4_144,2025-11-10 20:14:00,2025-11-10 20:33:12.128320,Checkup,1,s_34,completed
t_4_145,2025-11-10 14:59:00,2025-11-10 15:18:55.296348,Transport,3,s_15,completed
t_4_146,2025-11-10 15:44:00,2025-11-10 16:07:26.530649,Medication,3,s_32,completed
t_4_147,2025-11-10 07:43:00,2025-11-10 08:08:20.625093,Checkup,3,s_15,completed
t_4_148,2025-11-10 14:01:00,2025-11-10 14:31:08.263326,Checkup,1,s_39,completed
t_4_149,2025-11-10 19:24:00,2025-11-10 19:34:16.687525,Procedure,1,s_26,completed
t_4_150,2025-11-10 08:45:00,2025-11-10 09:05:57.596029,Medication,3,s_2,completed
t_4_151,2025-11-10 03:40:00,2025-11-10 04:09:50.401830,Medication,2,s_9,completed
t_4_152,2025-11-10 15:40:00,2025-11-10 15:57:30.742461,Vitals,3,s_37,completed
t_4_153,2025-11-10 07:26:00,2025-11-10 07:35:28.357682,Checkup,2,s_20,completed
t_4_154,2025-11-10 13:20:00,2025-11-10 13:37:24.272709,Checkup,2,s_17,completed
t_4_155,2025-11-10 18:59:00,2025-11-10 19:18:07.996821,Checkup,2,s_29,completed
t_4_156,2025-11-10 17:01:00,2025-11-10 17:21:44.550482,Procedure,2,s_13,completed
t_4_157,2025-11-10 14:45:00,2025-11-10 15:09:57.272478,Medication,2,s_22,completed
t_4_158,2025-11-10 01:36:00,2025-11-10 01:53:57.595477,Medication,3,s_15,completed
t_4_159,2025-11-10 00:33:00,2025-11-10 00:59:55.834929,Procedure,2,s_13,completed
t_4_160,2025-11-10 13:55:00,2025-11-10 14:21:15.873372,Checkup,2,s_28,completed
t_4_161,2025-11-10 22:47:00,2025-11-10 23:10:40.804715,Procedure,2,s_26,completed
t_4_162,2025-11-10 13:35:00,2025-11-10 13:45:11.073862,Vitals,1,s_7,completed
t_4_163,2025-11-10 00:31:00,2025-11-10 00:51:01.675195,Vitals,1,s_3,completed
t_4_164,2025-11-10 16:52:00,2025-11-10 17:07:46.347681,Procedure,3,s_12,completed
t_4_165,2025-11-10 15:19:00,2025-11-10 15:48:14.067017,Vitals,1,s_16,completed
t_4_166,2025-11-10 21:50:00,2025-11-10 22:12:08.762876,Vitals,2,s_30,completed
t_4_167,2025-11-10 12:38:00,2025-11-10 13:07:50.980001,Checkup,2,s_5,completed
t_4_168,2025-11-10 13:06:00,2025-11-10 13:16:49.912571,Checkup,3,s_1,completed
t_4_169,2025-11-10 00:10:00,2025-11-10 00:33:22.233205,Checkup,2,s_7,completed
t_4_170,2025-11-10 16:29:00,2025-11-10 16:39:17.910800,Checkup,2,s_7,completed
t_4_171,2025-11-10 04:39:00,2025-11-10 04:58:57.339661,Transport,3,s_30,completed
t_4_172,2025-11-10 23:03:00,2025-11-10 23:15:50.136810,Vitals,1,s_28,completed
t_4_173,2025-11-10 15:32:00,2025-11-10 16:01:57.133524,Procedure,1,s_22,completed
t_4_174,2025-11-10 11:29:00,2025-11-10 11:44:52.890051,Checkup,3,s_24,completed
t_4_175,2025-11-10 15:21:00,2025-11-10 15:34:47.090742,Procedure,3,s_37,completed
t_4_176,2025-11-10 12:40:00,2025-11-10 13:06:06.834923,Transport,2,s_8,completed
t_4_177,2025-11-10 19:35:00,2025-11-10 19:50:53.503335,Medication,1,s_17,completed
t_4_178,2025-11-10 21:42:00,2025-11-10 21:57:24.493907,Vitals,3,s_14,completed
t_4_179,2025-11-10 12:39:00,2025-11-10 13:03:54.905535,Procedure,1,s_19,completed
t_4_180,2025-11-10 02:14:00,2025-11-10 02:37:10.207217,Procedure,1,s_6,completed
t_4_181,2025-11-10 12:50:00,2025-11-10 13:08:08.190561,Vitals,2,s_39,completed
t_4_182,2025-11-10 07:11:00,2025-11-10 07:36:42.754039,Checkup,2,s_1,completed
t_4_183,2025-11-10 05:49:00,2025-11-10 06:17:14.064504,Vitals,2,s_12,completed
t_4_184,2025-11-10 18:24:00,2025-11-10 18:43:13.045955,Procedure,3,s_28,completed
t_4_185,2025-11-10 07:05:00,2025-11-10 07:29:43.517182,Transport,3,s_6,completed
t_4_186,2025-11-10 21:47:00,2025-11-10 21:56:27.092634,Transport,3,s_27,completed
t_4_187,2025-11-10 05:35:00,2025-11-10 05:56:01.410214,Procedure,3,s_24,completed
